"","length_hostname","ip","special_char","nb_www","nb_com","nb_dslash","http_in_path","https_token","ratio_digits_url","ratio_digits_host","nb_subdomains","prefix_suffix","nb_redirection","char_repeat","shortest_words_raw","phish_hints","domain_registration_length","domain_age","web_traffic","google_index","page_rank","status"
"4566",18,"0",6,0,0,0,0,"1",0,0,1,"1",2,2,2,0,5.89715386763674,1,0,"1",0,"1"
"4567",10,"0",7,0,0,0,0,"1",0.128205128,0,2,"0",0,1,3,0,3.43398720448515,6180,10.1311010985218,"0",5,"0"
"4568",26,"0",7,0,0,0,0,"1",0,0,2,"0",1,1,4,0,4.31748811353631,6866,12.5108367360099,"0",2,"1"
"4569",25,"0",6,0,0,0,0,"1",0,0,2,"0",1,0,8,1,5.55682806169954,4489,0,"0",3,"1"
"4570",17,"0",7,0,0,0,0,"0",0.064935065,0,2,"0",0,1,3,0,4.89034912822175,4617,16.0829155236324,"1",4,"1"
"4571",21,"0",9,1,0,0,0,"1",0,0,3,"1",0,3,3,0,4.93447393313069,3515,13.2596352656446,"0",3,"0"
"4572",13,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,4.26267987704132,2486,12.3581239804169,"0",2,"0"
"4573",25,"0",6,0,0,0,0,"1",0,0,2,"0",0,0,8,0,5.92157841964382,7297,15.7633191894751,"0",5,"0"
"4574",16,"1",11,1,0,0,0,"1",0.25,0,3,"1",0,9,2,2,5.77765232322266,43,0,"1",0,"1"
"4575",24,"0",9,0,0,0,0,"1",0.047619048,0.083333333,3,"0",0,1,1,0,5.42934562895444,5616,0,"1",5,"1"
"4576",21,"0",6,1,0,0,0,"1",0,0,2,"0",0,4,3,0,5.40267738187228,6718,0,"0",2,"0"
"4577",9,"0",12,0,0,0,0,"1",0,0,2,"1",0,2,2,3,6.51323011091231,57,0,"1",2,"1"
"4581",14,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,6.7900972355139,5320,11.6204695948064,"0",4,"0"
"4582",23,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,3.91202300542815,7985,8.63373100766419,"0",6,"0"
"4583",14,"0",9,0,0,0,0,"1",0.097560976,0,3,"0",2,0,2,0,5.00394630594546,7159,7.74975340627444,"0",3,"0"
"4585",16,"0",11,0,0,0,0,"0",0,0,2,"0",0,2,2,0,5.89440283426485,6212,8.04302088529828,"0",5,"0"
"4586",22,"0",10,1,0,0,0,"1",0,0,3,"1",0,5,2,3,5.02388052084628,3136,0,"1",2,"1"
"4588",37,"1",28,1,0,0,0,"0",0.213114754,0.054054054,2,"0",0,9,1,0,5.01063529409626,216,0,"1",0,"1"
"4589",20,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,7.54380286750151,8702,11.7627888409838,"0",4,"0"
"4590",12,"0",9,1,0,0,0,"1",0,0,3,"0",0,3,3,0,8.01730750768858,7988,10.0959656895395,"0",4,"0"
"4592",27,"0",11,1,0,0,0,"1",0,0,2,"0",0,3,3,0,4.91265488573605,2787,14.7573009912791,"0",2,"0"
"4593",18,"0",17,1,0,0,0,"0",0,0,2,"0",1,3,1,0,4.68213122712422,9024,9.33397293242146,"1",5,"0"
"4594",16,"0",8,0,0,0,0,"1",0.122891566,0,2,"0",1,8,3,1,5.91889385427315,4012,14.5448763537337,"1",3,"1"
"4595",14,"0",17,2,1,0,0,"1",0,0,3,"1",0,6,2,3,6.53378883793334,4425,0,"1",2,"1"
"4596",16,"0",8,0,0,0,0,"0",0,0,2,"0",0,0,2,0,6.80793494369993,7131,2.56494935746154,"0",7,"0"
"4597",16,"0",11,1,0,0,0,"1",0,0,3,"0",1,4,2,0,4.34380542185368,6133,10.2558682895518,"0",5,"0"
"4598",25,"0",8,1,0,0,0,"0",0,0,2,"0",0,3,3,0,2.63905732961526,1109,0,"0",0,"0"
"4600",11,"0",5,0,0,0,0,"0",0,0,1,"0",0,0,8,0,6.54678541076052,1130,11.1292022789805,"0",2,"0"
"4601",12,"0",5,0,0,0,0,"1",0,0,2,"0",0,0,5,0,4.0943445622221,2498,0,"0",2,"0"
"4602",29,"1",9,1,0,0,0,"0",0.25,0,2,"0",0,6,3,0,6.07534603108868,2122,14.7939659957046,"1",2,"1"
"4603",11,"0",7,0,0,0,0,"0",0,0,1,"1",0,0,4,0,3.93182563272433,1777,14.6946749579368,"1",3,"1"
"4604",15,"0",11,0,0,0,0,"0",0.03125,0,2,"1",1,3,2,0,4.14313472639153,3225,13.5261791260667,"1",3,"0"
"4605",18,"0",7,1,0,0,0,"1",0,0,2,"1",1,3,3,0,5.96870755998537,2532,11.0689170142416,"0",4,"0"
"4606",15,"0",10,1,0,0,0,"0",0,0,2,"0",1,5,3,1,5.47646355193151,9625,8.35208267135264,"0",7,"0"
"4607",17,"0",8,1,0,0,0,"1",0,0,3,"0",0,3,3,0,7.32383056620232,4329,0,"1",2,"1"
"4608",22,"0",10,0,0,0,0,"1",0,0,2,"0",0,2,2,0,5.87773578177964,1105,0,"1",0,"1"
"4609",27,"0",6,0,0,0,0,"0",0,0,2,"0",0,2,8,0,6.39359075395063,6343,14.4152631228549,"0",1,"1"
"4610",10,"0",5,0,0,0,0,"1",0,0,2,"0",0,0,3,0,0,7821,12.8817404479594,"0",3,"0"
"4611",16,"0",11,0,0,0,0,"0",0.024096386,0,2,"0",0,1,1,1,7.99799931797973,8348,0.693147180559945,"1",10,"1"
"4612",19,"0",13,1,0,0,0,"1",0.01369863,0.052631579,3,"1",1,4,3,0,0,6677,15.2138614461896,"0",1,"0"
"4613",24,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,5.50533153593236,2312,13.7396268562895,"0",4,"0"
"4615",15,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,5.13579843705026,7136,14.668858082178,"0",3,"0"
"4616",14,"1",14,1,0,0,0,"1",0.310344828,0,3,"0",0,5,3,0,6.29894924685594,6396,0,"1",1,"1"
"4617",31,"0",26,0,0,0,0,"0",0.108108108,0,2,"1",0,1,2,0,5.89715386763674,1,0,"1",0,"1"
"4618",8,"0",5,0,0,0,0,"1",0,0,1,"0",0,1,5,0,0,2663,0,"1",2,"1"
"4619",18,"0",10,0,0,0,0,"1",0.052631579,0.111111111,2,"0",0,1,2,0,5.51342874616498,3771,0,"1",1,"1"
"4620",16,"0",27,0,0,0,0,"1",0.056338028,0,3,"0",0,4,1,0,5.8111409929767,8797,9.48713842782588,"0",6,"0"
"4621",20,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.78074351579233,1137,0,"0",1,"0"
"4622",10,"0",5,0,0,0,0,"1",0,0,1,"0",1,1,6,0,5.97380961186926,1799,11.8516665543687,"0",2,"1"
"4624",19,"0",10,1,0,0,0,"1",0,0,2,"1",1,4,2,3,5.87211778947542,11,15.9872313271133,"1",0,"1"
"4625",19,"0",5,1,0,0,0,"0",0,0,2,"0",0,3,3,0,4.78749174278205,7186,11.0890112131935,"0",6,"0"
"4626",15,"0",7,1,0,0,0,"0",0.093023256,0,2,"0",0,3,1,0,5.32787616878958,5638,1.09861228866811,"0",10,"0"
"4628",22,"0",8,1,0,0,0,"0",0,0,2,"0",0,3,3,0,7.36010397298915,2082,8.5213843960347,"0",5,"0"
"4629",25,"1",11,0,1,0,0,"0",0.046153846,0.12,3,"0",0,4,1,0,5.44673737166631,5613,0,"1",5,"1"
"4631",25,"0",6,1,0,0,0,"1",0,0,2,"0",1,4,3,0,7.82803803212583,6256,6.53524127101366,"0",6,"0"
"4632",21,"0",14,1,2,0,0,"1",0,0,3,"0",1,4,1,0,4.38202663467388,7591,13.4406570957215,"1",4,"0"
"4633",25,"0",11,0,0,0,0,"1",0,0,2,"0",0,1,2,1,4.70953020131233,255,0,"1",1,"1"
"4634",18,"0",9,1,0,0,0,"1",0,0,3,"0",1,3,2,0,6.1463292576689,8052,7.26961674960817,"0",6,"0"
"4637",29,"0",10,1,0,0,0,"1",0,0,3,"0",1,3,3,0,4.77912349311153,6091,14.8168039841084,"0",2,"0"
"4638",18,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,4.63472898822964,3186,10.1737436711645,"0",5,"0"
"4639",15,"0",19,0,0,0,0,"1",0.028571429,0,3,"0",1,1,1,0,7.51261754467451,8922,12.6415948136059,"1",3,"1"
"4640",19,"0",6,1,0,0,0,"1",0,0,2,"0",0,3,3,0,5.36597601502185,3075,0,"1",0,"0"
"4641",25,"0",9,1,0,0,0,"1",0.018867925,0,3,"0",0,7,2,0,5.52545293913178,115,0,"1",0,"1"
"4642",17,"0",7,0,0,0,0,"1",0.16,0.235294118,2,"1",1,0,4,0,0,724,10.0833895178113,"1",1,"1"
"4643",16,"0",13,0,0,0,0,"0",0.070588235,0,2,"0",0,2,1,1,7.99799931797973,8348,0.693147180559945,"1",10,"1"
"4644",23,"0",10,1,0,0,0,"0",0,0,3,"0",1,5,2,0,4.38202663467388,8686,12.1556421367308,"1",5,"0"
"4646",16,"0",9,0,0,0,0,"0",0,0,2,"0",0,0,2,0,6.80793494369993,7131,2.56494935746154,"0",7,"0"
"4649",7,"0",6,0,0,0,0,"0",0.085106383,0.142857143,1,"0",1,0,1,0,3.58351893845611,2521,13.3578338392084,"1",7,"1"
"4650",20,"0",13,1,0,0,0,"1",0.147058824,0,3,"0",0,5,1,0,4.51085950651685,8674,13.6495976401043,"1",3,"0"
"4651",21,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.74620319054015,1514,12.3042786284465,"0",3,"0"
"4654",21,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.47646355193151,4281,15.6610459955263,"0",3,"0"
"4655",17,"0",6,0,0,0,0,"0",0.185185185,0,2,"0",0,0,5,0,4.04305126783455,2501,9.0442857876461,"0",2,"1"
"4657",14,"0",5,0,0,0,0,"1",0,0,2,"0",0,0,3,0,3.98898404656427,7253,13.7572668495228,"1",1,"1"
"4658",21,"0",6,1,0,0,0,"0",0,0,2,"0",0,5,3,0,6.36647044773144,3802,14.5344799567723,"0",3,"0"
"4659",16,"0",8,1,0,0,0,"0",0,0,3,"0",0,3,3,0,6.31896811374643,2732,9.15852062324639,"0",4,"0"
"4660",15,"0",12,1,0,0,0,"0",0,0,2,"0",0,3,2,0,6.89264164117209,7415,12.2519490449977,"0",4,"0"
"4664",25,"0",10,1,0,0,0,"1",0,0,3,"0",1,4,3,0,5.28826703069454,6377,8.98256109225744,"0",5,"0"
"4665",46,"1",14,1,1,0,0,"0",0.161290323,0,3,"0",1,4,2,0,2.70805020110221,4003,15.5762295511474,"1",0,"1"
"4667",14,"0",6,1,0,0,0,"1",0,0,2,"0",1,6,3,0,5.87493073085203,3662,0,"0",2,"0"
"4668",41,"0",10,0,0,0,0,"0",0.084745763,0.12195122,3,"0",0,3,1,0,5.38449506278909,5626,0,"1",5,"1"
"4669",38,"0",13,0,0,0,0,"1",0,0,3,"0",0,3,1,2,5.43372200355424,5615,0,"1",5,"1"
"4672",22,"0",8,1,0,0,0,"1",0,0,2,"1",2,3,2,2,5.68357976733868,7376,14.5026924817053,"1",4,"1"
"4673",25,"0",7,0,0,0,0,"0",0,0,2,"1",0,2,3,0,4.44265125649032,2837,0,"1",2,"1"
"4674",31,"1",17,0,0,0,0,"1",0.362318841,0,3,"0",1,11,3,4,5.15905529921453,1653,0,"1",0,"1"
"4675",21,"0",6,0,0,0,0,"1",0,0,2,"0",0,0,8,0,5.91620206260743,7299,0,"0",5,"0"
"4678",24,"0",9,0,0,0,0,"1",0,0,1,"0",0,0,4,0,7.12447826249342,4236,0,"1",0,"1"
"4679",26,"0",6,0,0,0,0,"1",0,0,2,"0",1,0,2,0,2.77258872223978,6467,0,"1",1,"1"
"4680",15,"0",18,0,0,0,0,"0",0,0,2,"0",0,3,2,0,7.99799931797973,8348,0.693147180559945,"1",10,"0"
"4681",14,"0",9,0,0,0,0,"1",0.139534884,0,3,"0",2,1,2,0,4.99721227376411,7160,7.75662333453886,"1",3,"0"
"4683",7,"0",7,0,0,0,0,"0",0.042553191,0.142857143,1,"0",1,0,1,0,3.58351893845611,2521,13.3578338392084,"1",7,"1"
"4684",20,"0",9,1,0,0,0,"1",0,0,3,"0",0,4,3,1,5.96100533962327,6188,16.1749952257468,"1",3,"0"
"4685",17,"0",7,0,0,0,0,"0",0,0,2,"0",0,1,3,1,5.72358510195238,59,0,"1",0,"1"
"4686",21,"0",5,1,0,0,0,"1",0.071428571,0.095238095,2,"0",0,3,3,0,6.87729607149743,2683,0,"0",3,"0"
"4687",15,"0",10,0,1,0,0,"1",0,0,2,"0",1,1,3,0,4.9416424226093,6071,9.57644075656207,"0",5,"0"
"4688",17,"0",9,1,0,0,0,"0",0.022222222,0.058823529,3,"0",0,4,3,0,7.44073370738926,7427,5.26269018890489,"0",7,"0"
"4689",32,"0",8,0,0,0,0,"1",0,0,2,"0",0,2,6,0,0,75,0,"1",0,"1"
"4690",12,"0",5,0,0,0,0,"1",0,0,1,"0",2,1,8,0,5.88610403145016,5,0,"1",0,"1"
"4691",19,"0",15,0,0,0,0,"0",0.053333333,0,3,"0",0,2,1,0,5.55295958492162,6682,13.6621647208309,"0",4,"0"
"4692",23,"0",18,0,1,0,0,"0",0.04379562,0,2,"1",1,3,1,0,5.94542060860658,8019,0,"1",4,"1"
"4693",22,"0",9,0,1,0,0,"1",0,0,2,"0",0,3,2,0,5.5683445037611,3025,15.6079684499051,"1",3,"0"
"4698",18,"0",9,1,0,0,0,"0",0.035087719,0,2,"0",0,3,2,0,7.64300363556072,6315,9.00895831244349,"0",6,"0"
"4699",18,"0",12,0,0,0,0,"1",0.15,0,3,"0",1,2,2,1,4.62497281328427,8299,10.6283029594229,"1",3,"0"
"4700",12,"0",5,0,0,0,0,"1",0,0,1,"0",1,0,9,0,0,4097,0,"0",0,"1"
"4703",12,"0",4,0,0,0,0,"1",0,0,1,"0",0,0,9,0,0,4374,14.8213695618508,"0",0,"0"
"4704",21,"0",8,1,0,0,0,"1",0,0,3,"0",1,3,3,0,5.44673737166631,5248,15.574095108007,"0",4,"0"
"4707",26,"1",18,0,0,0,0,"0",0.422993492,0.307692308,3,"0",0,50,2,0,6.85540879860993,7086,9.81268718820963,"1",3,"1"
"4709",14,"0",11,1,0,0,0,"1",0,0,3,"1",1,8,3,0,7.06987412845857,6494,8.8997307948807,"0",5,"0"
"4710",27,"0",6,0,0,0,0,"1",0.057142857,0.074074074,2,"0",1,3,4,0,5.52942908751142,7053,14.5642731291826,"1",1,"1"
"4711",24,"0",5,0,0,0,0,"1",0,0,2,"0",0,1,4,0,4.79579054559674,245,0,"1",0,"1"
"4712",18,"0",12,0,0,0,0,"1",0.090909091,0,3,"0",1,0,2,0,5.59471137960184,2654,11.9961290896799,"0",4,"0"
"4713",14,"0",6,0,1,0,0,"1",0,0,1,"0",1,0,6,0,6.51025834052315,6633,10.6198628592153,"0",4,"0"
"4714",11,"0",5,0,0,0,0,"0",0,0,1,"0",0,0,7,0,5.59842195899838,95,0,"0",0,"1"
"4715",18,"0",6,0,0,0,0,"1",0,0,2,"0",0,0,4,0,5.85507192220243,383,0,"1",0,"1"
"4717",23,"0",9,1,0,0,0,"1",0,0,3,"0",0,4,3,0,5.88887795833288,7310,15.0392495183331,"0",4,"0"
"4718",26,"1",15,1,0,0,0,"1",0.289473684,0,3,"1",2,7,2,2,5.55295958492162,2300,0,"1",2,"1"
"4719",15,"0",7,0,0,0,0,"1",0,0,1,"0",0,0,4,0,5.78074351579233,2599,0,"1",0,"1"
"4720",23,"0",10,1,0,0,0,"1",0,0,2,"1",0,3,3,0,5.29330482472449,3455,0,"1",0,"1"
"4722",14,"0",12,0,0,0,0,"0",0.015873016,0.071428571,3,"1",0,2,3,1,4.17438726989564,302,11.3297475415991,"1",3,"1"
"4724",28,"0",7,1,0,0,0,"1",0,0,3,"0",0,3,3,0,5.64897423816121,81,0,"1",0,"1"
"4725",22,"0",13,1,0,0,0,"1",0.036585366,0,3,"0",2,5,3,0,5.5683445037611,6678,10.5349188911154,"1",5,"0"
"4726",19,"0",14,0,0,0,0,"1",0.054794521,0,2,"1",1,1,2,3,3.97029191355212,678,16.1593683918772,"1",3,"1"
"4728",16,"0",8,0,0,0,0,"0",0,0,2,"0",0,0,2,0,6.80572255341699,7133,2.56494935746154,"0",7,"0"
"4729",13,"0",13,1,0,0,0,"0",0.054054054,0,3,"0",2,6,1,1,4.14313472639153,6878,9.61126184003447,"0",6,"0"
"4730",19,"0",6,1,0,0,0,"1",0,0,2,"0",0,4,3,0,5.4553211153577,2689,14.987920556374,"0",3,"0"
"4732",23,"0",10,1,1,0,0,"0",0,0,2,"0",0,3,3,0,4.67282883446191,3546,12.2120298660043,"0",5,"0"
"4733",13,"0",5,0,0,0,0,"1",0,0,2,"0",0,0,3,0,4.88280192258637,7174,14.8192515704958,"1",1,"1"
"4737",16,"0",9,1,0,0,0,"0",0.076923077,0,3,"0",0,7,3,0,4.77912349311153,9584,10.7548130055579,"0",5,"0"
"4738",18,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,7.76556908109732,4947,13.4093392005207,"0",3,"0"
"4739",16,"0",6,0,0,0,0,"0",0,0,2,"0",1,0,3,0,6.83195356556585,4553,0,"0",2,"0"
"4740",18,"0",8,1,0,0,0,"0",0,0,2,"0",1,4,3,0,5.77765232322266,9174,6.4393503711001,"1",7,"0"
"4741",7,"0",7,0,0,0,0,"0",0.0625,0.142857143,1,"0",1,0,1,0,3.61091791264422,2521,13.3566478376809,"1",7,"1"
"4742",16,"0",12,0,1,0,0,"0",0.086956522,0,1,"1",1,0,2,2,6.13772705408623,2095,0,"1",0,"1"
"4744",18,"0",7,1,0,0,0,"1",0,0,2,"0",1,3,3,0,5.6937321388027,9202,6.52941883826223,"0",6,"0"
"4746",14,"1",12,0,0,0,0,"1",0.197916667,0,2,"1",0,1,2,3,4.81218435537242,243,0,"1",0,"1"
"4747",29,"0",6,0,0,0,0,"0",0,0,2,"0",0,0,8,0,5.91889385427315,7298,0,"0",5,"0"
"4749",18,"0",7,1,0,0,0,"1",0,0,2,"0",1,3,3,0,5.68697535633982,9204,6.53813982376767,"0",6,"0"
"4750",19,"0",25,1,2,1,2,"0",0.047619048,0,3,"0",0,10,1,2,7.99799931797973,8348,0.693147180559945,"0",10,"0"
"4752",16,"0",9,1,0,0,0,"1",0,0,3,"0",2,3,3,0,5.73657229747919,6630,15.3117405777956,"1",0,"1"
"4753",17,"0",6,1,0,0,0,"0",0,0,2,"0",1,3,3,0,5.48893772615669,2316,15.7706382376156,"0",1,"0"
"4755",12,"0",4,0,0,0,0,"1",0,0,1,"0",0,0,5,0,5.6970934865054,1529,0,"0",0,"0"
"4757",10,"0",8,0,0,0,0,"1",0.068181818,0,1,"0",1,0,5,0,0,4350,0,"1",0,"1"
"4759",14,"0",9,0,0,0,0,"1",0.119047619,0,3,"0",2,0,2,0,5.01063529409626,7157,7.72885582385254,"0",3,"0"
"4760",31,"0",10,1,0,0,0,"1",0,0,3,"0",0,5,3,0,5.58724865840025,6673,0,"0",2,"0"
"4761",15,"0",7,1,0,0,0,"0",0.053571429,0,2,"0",0,4,3,0,5.33271879326537,5637,1.09861228866811,"0",10,"0"
"4762",54,"1",15,1,1,0,0,"1",0.19379845,0,3,"1",0,7,2,0,3.25809653802148,3993,15.5572341874912,"1",0,"1"
"4763",16,"0",6,0,0,0,0,"1",0,0,2,"0",0,1,4,0,4.48863636973214,3565,0,"1",0,"1"
"4764",42,"1",13,0,1,0,0,"1",0.176470588,0,3,"0",0,7,2,0,3.25809653802148,3993,15.5572341874912,"1",0,"1"
"4765",16,"0",6,1,0,0,0,"1",0,0,2,"0",0,3,3,0,4.51085950651685,2101,12.4883941256461,"0",3,"0"
"4766",18,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,7.55851674304564,9040,11.9313067983449,"0",6,"0"
"4767",23,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,6.289715570909,2749,14.2033458365406,"0",3,"0"
"4768",14,"0",9,1,0,0,0,"1",0,0,2,"0",1,5,3,0,5.51745289646471,8151,4.89034912822175,"0",6,"0"
"4769",14,"1",16,1,0,0,0,"1",0.27173913,0,3,"0",0,4,3,1,7.79811262882979,8523,10.0012492703186,"0",4,"0"
"4770",16,"0",7,0,0,0,0,"0",0,0,2,"0",1,1,4,2,7.99833539595298,8347,0.693147180559945,"0",10,"1"
"4771",10,"1",11,0,0,0,0,"1",0.273809524,0,2,"1",1,3,3,0,6.9985096422506,3289,15.9173590533247,"1",2,"1"
"4773",27,"0",11,1,1,0,0,"1",0,0,3,"0",1,3,3,1,4.62497281328427,630,0,"1",0,"1"
"4775",15,"0",7,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.33753807970132,5637,1.09861228866811,"0",10,"0"
"4776",16,"0",8,0,1,0,0,"1",0.08,0,3,"0",0,4,3,0,4.99721227376411,3141,0,"1",3,"1"
"4778",20,"0",10,1,0,0,0,"0",0,0,3,"0",1,4,3,1,4.94875989037817,590,0,"1",2,"1"
"4782",21,"0",7,0,0,0,0,"1",0,0,2,"0",1,1,6,0,4.89783979995091,7616,7.69211333959547,"0",5,"0"
"4783",32,"0",10,0,0,0,0,"0",0.055172414,0,3,"1",0,3,2,0,6.85540879860993,7087,9.80399865403539,"1",3,"1"
"4784",34,"0",6,0,0,0,0,"1",0,0,2,"0",0,0,8,0,5.92157841964382,7297,0,"0",5,"0"
"4785",16,"0",7,1,0,0,0,"1",0.051282051,0,3,"0",0,4,3,0,4.91265488573605,7900,11.0087112707919,"0",5,"0"
"4786",22,"0",5,0,0,0,0,"1",0.068965517,0.090909091,2,"0",1,0,8,0,5.92692602597041,7295,0,"1",5,"1"
"4787",33,"0",17,1,0,0,1,"0",0,0,3,"0",0,6,2,3,4.31748811353631,291,0,"1",0,"1"
"4788",26,"0",9,0,1,0,0,"0",0,0,3,"0",0,2,2,0,5.92692602597041,7295,0,"1",5,"1"
"4789",15,"0",7,1,0,0,0,"0",0.071428571,0,2,"0",0,4,3,0,5.32300997913841,5640,1.09861228866811,"1",10,"0"
"4790",19,"0",9,0,0,0,0,"1",0.078125,0,1,"0",1,3,4,0,6.19236248947487,6452,0,"1",0,"1"
"4791",16,"1",9,0,0,0,0,"1",0.367647059,0,1,"1",0,3,2,0,5.88887795833288,4,0,"1",0,"1"
"4792",14,"0",9,1,0,0,0,"1",0,0,2,"0",1,3,2,0,5.24174701505964,5290,7.34536484041687,"0",5,"0"
"4793",13,"0",16,1,0,0,0,"0",0,0,3,"1",0,3,2,1,5.48893772615669,7484,14.1827059672283,"1",3,"1"
"4794",24,"0",6,0,0,0,0,"0",0,0,2,"0",0,1,8,0,4.4188406077966,2840,0,"0",2,"0"
"4796",11,"0",12,1,0,0,0,"1",0.03125,0,3,"0",2,3,2,0,8.12592680270789,9403,10.7410596996989,"1",5,"0"
"4797",16,"0",8,1,0,0,0,"0",0,0,2,"0",0,3,3,0,6.80903930604298,3113,5.54907608489522,"0",7,"0"
"4798",11,"0",15,0,0,0,0,"0",0.012048193,0.090909091,1,"0",0,2,2,0,5.12396397940326,5676,10.7458302994579,"0",4,"0"
"4799",16,"0",7,0,0,0,0,"0",0,0,2,"0",1,2,4,2,7.99833539595298,8347,0.693147180559945,"1",10,"1"
"4800",33,"0",6,0,0,0,0,"0",0,0,2,"0",0,0,8,0,5.92425579741453,7296,0,"1",5,"1"
"4802",15,"0",7,1,0,0,0,"0",0,0,2,"0",0,5,3,0,5.32787616878958,5638,1.09861228866811,"0",10,"0"
"4803",18,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,7.38894609761844,5322,14.716527639227,"0",3,"0"
"4805",21,"0",9,1,0,0,0,"1",0,0,3,"0",1,3,3,0,0,5076,0,"0",3,"1"
"4806",15,"1",17,1,0,0,0,"1",0.100917431,0,2,"0",1,7,2,0,4.94875989037817,5339,9.31045716331096,"0",6,"0"
"4807",14,"0",12,1,0,0,0,"0",0.031746032,0,2,"0",0,4,2,0,7.41155628781116,7478,6.44888939414686,"0",7,"0"
"4808",16,"0",7,1,0,0,0,"0",0,0,2,"0",0,3,2,0,0,2466,13.7538723601532,"0",3,"0"
"4809",20,"0",6,0,0,0,0,"1",0,0,1,"1",2,0,6,0,5.86929691313377,12,0,"1",0,"1"
"4810",50,"1",13,0,1,0,0,"0",0.141732283,0,3,"1",1,8,2,0,3.25809653802148,3992,15.5556217575278,"1",0,"1"
"4812",20,"0",9,1,0,0,0,"1",0,0,3,"0",1,3,2,2,5.71373280550937,1523,0,"1",0,"1"
"4813",17,"0",14,1,0,0,0,"0",0,0,3,"1",1,3,2,0,3.87120101090789,3970,12.5509664637331,"0",5,"0"
"4814",17,"1",19,1,0,0,0,"1",0.144444444,0,3,"1",1,7,2,1,5.46806014113513,8896,13.2988563140798,"0",3,"0"
"4815",13,"0",20,1,0,0,0,"0",0,0,2,"0",0,3,1,0,7.20563517641036,7419,5.65599181081985,"0",7,"0"
"4816",13,"1",14,0,0,0,0,"1",0.31884058,0,2,"0",1,3,1,0,5.84932477994686,1115,15.622813433472,"1",0,"1"
"4817",25,"0",6,0,0,0,0,"0",0.058823529,0.08,2,"0",0,1,6,0,6.95749737087695,5158,0,"1",8,"1"
"4818",19,"0",10,0,0,0,0,"1",0,0,1,"0",2,2,4,4,5.70044357339069,1162,0,"1",0,"1"
"4819",27,"0",5,0,0,0,0,"0",0.114285714,0.148148148,2,"0",1,0,8,0,0,6381,0,"1",3,"1"
"4820",30,"0",8,0,0,0,0,"0",0,0,2,"0",1,1,2,0,5.8111409929767,6606,6.80239476332431,"1",5,"1"
"4821",14,"0",6,1,0,0,0,"0",0.130434783,0.214285714,2,"0",0,3,3,0,5.33753807970132,1254,0,"0",0,"0"
"4822",18,"0",9,1,0,0,0,"0",0.084745763,0,2,"0",0,3,3,0,7.64300363556072,6315,9.00981411052738,"0",6,"0"
"4824",21,"0",5,1,0,0,0,"0",0,0,2,"0",0,4,3,0,0,2361,12.5227138258797,"0",3,"0"
"4825",19,"0",21,1,0,0,0,"1",0,0,2,"1",0,6,1,0,4.27666611901606,659,0,"1",2,"0"
"4827",37,"0",9,1,1,0,0,"1",0.066666667,0.081081081,3,"0",1,5,3,0,5.62762111369064,88,16.0666262357993,"1",0,"1"
"4828",11,"0",11,1,0,0,0,"1",0.041666667,0,3,"0",0,3,2,0,8.16251625014018,9279,13.8740171736826,"0",3,"0"
"4829",6,"1",7,0,0,0,0,"1",0.4,0,1,"0",0,0,3,0,5.4380793089232,2328,15.6309756488023,"1",3,"1"
"4830",25,"0",18,0,1,0,0,"0",0.092436975,0.12,2,"1",1,3,1,0,5.94803498918065,8018,0,"1",4,"1"
"4832",28,"1",12,0,0,0,0,"1",0.152542373,0.321428571,3,"0",0,1,1,0,5.43372200355424,5616,0,"1",5,"1"
"4833",24,"0",8,1,0,0,0,"1",0,0,3,"0",2,6,3,0,4.70048036579242,987,15.5436707981152,"1",3,"1"
"4834",37,"0",9,0,0,0,0,"0",0.02,0,2,"0",0,0,1,0,5.92692602597041,7295,0,"1",5,"1"
"4835",15,"0",6,0,0,0,0,"0",0,0,2,"0",1,0,8,0,6.29526600143965,4573,0,"0",3,"0"
"4836",23,"1",13,1,0,0,0,"1",0.245098039,0,3,"1",1,5,2,2,5.34710753071747,3078,0,"1",0,"1"
"4837",26,"1",8,1,0,0,0,"1",0.313432836,0,2,"1",0,4,3,0,4.31748811353631,5770,0,"1",2,"1"
"4838",32,"0",6,0,0,0,0,"1",0,0,2,"0",0,2,11,0,6.8596149036542,7083,9.79618069954762,"1",3,"1"
"4839",12,"1",15,1,2,0,0,"1",0.106995885,0.25,3,"1",3,8,1,0,5.6970934865054,798,0,"1",0,"1"
